"milieu","taille","pauvre","sexecm","agecm","diplômcm","cmanalphabe","cmalphabe","cm_prim","cm_coll","cm_secon","cm_univ","occup_cm","emcm","cscm","typlog","nbpiece","stocp","deptot","region","coeffmen","ident","trmo","deppc"
1,4,2,1,70,NA,1,0,0,0,0,0,0,1,0,3,3,1,14780,2,1879.80004882812,744,0,3695
1,9,2,0,60,NA,1,0,0,0,0,0,0,0,0,3,6,1,32873,2,1879.80004882812,745,9120.7998046875,3652.5556640625
1,7,2,1,46,NA,0,0,1,0,0,0,1,1,0,2,2,1,61749,2,1879.80004882812,746,39000,8821.2861328125
1,9,2,1,63,NA,1,0,0,0,0,0,1,1,0,2,3,7,38914,2,1614.59997558594,747,0,4323.77783203125
1,2,2,0,80,NA,1,0,0,0,0,0,0,0,0,3,2,1,10282,2,1614.59997558594,748,0,5141
1,3,1,1,75,NA,0,1,0,0,0,0,0,1,0,3,2,3,84343,2,1376.69995117188,749,0,28114.333984375
1,8,2,1,50,NA,1,0,0,0,0,0,1,1,0,3,5,1,138595,2,1614.59997558594,750,195,17324.375
1,5,2,1,43,NA,1,0,0,0,0,0,1,1,0,3,2,1,16537,2,1614.59997558594,751,130,3307.39990234375
1,5,2,1,32,NA,0,1,0,0,0,0,1,1,0,3,2,7,31831,2,1241.5,752,0,6366.2001953125
1,4,2,1,36,NA,0,1,0,0,0,0,1,1,0,3,2,3,128447,2,989.299987792969,753,0,32111.75
1,6,2,0,43,NA,1,0,0,0,0,0,0,0,0,3,3,1,23710,2,989.299987792969,754,3900,3951.66674804688
1,5,2,1,42,NA,0,1,0,0,0,0,1,1,0,3,3,3,32438,2,1170,755,0,6487.60009765625
1,6,2,1,31,1110,0,0,0,0,1,0,1,1,0,3,2,1,20904,2,1140.09997558594,756,0,3484
1,7,2,1,47,NA,0,0,0,1,0,0,0,1,0,3,2,1,55812,2,1170,757,981.5,7973.14306640625
1,3,2,0,38,NA,1,0,0,0,0,0,0,0,0,3,4,1,46148,2,989.299987792969,758,78,15382.6669921875
1,8,2,1,26,1110,0,0,0,1,0,0,1,1,0,3,4,1,25576,2,1140.09997558594,759,0,3197
1,4,2,1,45,NA,0,0,0,1,0,0,1,1,0,3,1,1,72435,6,1556.09997558594,760,0,18108.75
1,6,2,1,34,NA,1,0,0,0,0,0,1,1,1,3,1,3,134696,6,1138.80004882812,761,0,22449.333984375
1,6,2,1,61,1120,1,0,0,0,0,0,1,1,0,3,1,3,29467,6,1556.09997558594,762,0,4911.16650390625
1,4,2,0,57,1121,1,0,0,0,0,0,1,0,0,5,3,1,120091,6,1491.09997558594,763,31200,30022.75
1,6,2,0,41,NA,1,0,0,0,0,0,0,1,0,5,3,7,70791,6,1491.09997558594,764,0,11798.5
1,8,2,0,45,1110,1,0,0,0,0,0,0,1,0,3,2,7,46699,6,1491.09997558594,765,130,5837.375
1,4,2,0,60,3140,1,0,0,0,0,0,0,0,0,3,4,1,66074,6,1735.5,766,0,16518.5
1,6,2,1,41,NA,1,0,0,0,0,0,1,1,0,3,1,3,238058,6,1474.19995117188,767,0,39676.33203125
1,8,2,1,42,NA,1,0,0,0,0,0,1,1,0,3,1,3,30791,6,1735.5,768,7085,3848.875
1,4,2,1,43,NA,1,0,0,0,0,0,1,1,0,4,1,3,43369,6,1271.40002441406,769,0,10842.25
1,3,2,0,50,2120,0,0,1,0,0,0,1,0,0,3,1,3,38560,6,1491.09997558594,770,0,12853.3330078125
1,6,1,1,68,NA,1,0,0,0,0,0,1,1,0,3,6,1,163686,6,1735.5,771,390,27281
1,5,2,1,57,NA,0,0,1,0,0,0,0,1,0,3,2,1,233701,6,1735.5,772,0,46740.19921875
1,2,2,1,51,NA,0,1,0,0,0,0,1,1,0,3,1,3,21523,6,1491.09997558594,773,390,10761.5
1,4,2,1,57,NA,0,0,1,0,0,0,1,1,0,3,1,3,92846,6,1491.09997558594,774,0,23211.5
1,7,2,1,73,NA,1,0,0,0,0,0,0,1,0,3,3,3,63939,6,1232.40002441406,775,780,9134.142578125
1,6,2,1,48,NA,0,0,0,1,0,0,1,1,1,3,2,1,38916,6,1162.19995117188,776,0,6486
1,6,2,1,52,NA,0,0,1,0,0,0,1,1,1,3,2,3,28130,6,1129.69995117188,777,0,4688.33349609375
1,11,2,1,66,NA,1,0,0,0,0,0,0,1,1,3,4,3,20780,6,1129.69995117188,778,0,1889.09094238281
1,7,2,1,56,NA,0,1,0,0,0,0,1,1,0,3,3,3,203068,6,1129.69995117188,779,0,29009.71484375
1,3,2,1,71,NA,1,0,0,0,0,0,0,1,0,3,3,3,116766,6,1162.19995117188,780,0,38922
1,5,2,1,75,1120,1,0,0,0,0,0,1,1,0,3,1,3,230545,6,1162.19995117188,781,4550,46109
1,5,2,1,50,1110,0,0,1,0,0,0,1,1,1,3,3,3,50461,6,1232.40002441406,782,0,10092.2001953125
1,3,2,0,62,NA,1,0,0,0,0,0,0,0,0,3,4,4,59531,6,981.5,783,0,19843.666015625
1,4,2,1,38,NA,0,0,0,0,1,0,1,1,1,3,2,1,23535,6,981.5,784,0,5883.75
1,3,2,1,37,NA,1,0,0,0,0,0,1,1,0,3,3,1,40813,6,981.5,785,0,13604.3330078125
1,2,2,1,47,7821,1,0,0,0,0,0,1,0,0,3,3,1,86996,6,981.5,786,0,43498
1,7,2,1,50,NA,1,0,0,0,0,0,1,1,0,3,3,1,17405,6,1703,787,0,2486.42846679688
1,8,2,1,54,NA,1,0,0,0,0,0,0,1,0,3,5,1,33563,6,1462.5,788,0,4195.375
1,4,2,1,40,1110,0,0,1,0,0,0,1,1,0,3,2,7,66509,6,1462.5,789,0,16627.25
1,4,2,1,57,4330,1,0,0,0,0,0,0,1,0,3,3,1,107477,6,1703,790,4550,26869.25
1,4,2,1,45,NA,0,0,0,1,0,0,1,1,0,3,3,1,75625,6,1703,791,0,18906.25
1,6,2,1,32,1120,0,0,0,0,1,0,1,1,1,3,3,1,361419,6,1446.90002441406,792,0,60236.5
1,6,2,1,47,1110,0,1,0,0,0,0,0,1,0,3,6,1,25292,6,1703,793,0,4215.33349609375
1,8,2,1,56,NA,1,0,0,0,0,0,1,1,0,3,3,1,47402,6,1462.5,794,0,5925.25
1,3,2,1,35,NA,1,0,0,0,0,0,1,1,0,3,2,1,24226,6,1703,795,0,8075.33349609375
1,8,2,1,60,1120,1,0,0,0,0,0,1,1,0,0,3,1,124591,6,1703,796,0,15573.875
1,6,2,1,48,NA,0,0,0,0,0,1,1,1,0,0,6,2,57286,6,1703,797,0,9547.6669921875
1,4,2,1,93,NA,1,0,0,0,0,0,0,1,0,0,6,1,34191,6,1248,798,5668,8547.75
1,5,2,1,49,3119,0,0,0,1,0,0,1,1,1,0,5,2,39913,6,1172.59997558594,799,0,7982.60009765625
1,16,2,1,62,1110,1,0,0,0,0,0,1,1,0,0,7,1,319330,6,1277.90002441406,800,0,19958.125
1,5,2,1,74,NA,0,0,1,0,0,0,1,1,0,0,6,1,256963,6,1205.09997558594,801,0,51392.6015625
1,4,2,1,71,6120,0,0,0,0,0,1,1,1,0,0,5,1,70141,6,1017.90002441406,802,2600,17535.25
1,6,2,0,61,1120,0,0,0,0,1,0,0,0,1,0,7,1,159142,6,1172.59997558594,803,754,26523.666015625
1,2,2,1,80,1110,0,0,0,1,0,0,0,1,1,0,6,1,71620,6,1205.09997558594,804,0,35810
1,10,2,1,56,NA,0,0,0,0,1,0,1,1,1,0,8,1,58787,6,1017.90002441406,805,0,5878.7001953125
1,4,2,1,74,NA,0,0,0,1,0,0,0,1,0,0,6,1,183966,6,1205.09997558594,806,0,45991.5
1,4,2,1,59,NA,0,0,0,0,1,0,1,1,1,0,8,1,23618,6,1205.09997558594,807,0,5904.5
1,4,2,1,63,NA,0,0,1,0,0,0,0,1,1,3,3,3,94323,6,1017.90002441406,808,0,23580.75
1,4,2,1,33,NA,0,0,1,0,0,0,1,1,0,3,1,7,42205,6,1017.90002441406,809,0,10551.25
1,3,2,0,43,NA,0,0,0,1,0,0,0,1,0,3,3,3,179727,6,1017.90002441406,810,0,59909
1,6,2,1,43,NA,0,0,0,0,1,0,1,1,1,1,2,3,170847,6,906.099975585938,811,0,28474.5
1,3,2,0,48,1110,0,0,1,0,0,0,1,0,0,3,2,3,31126,6,1060.80004882812,812,0,10375.3330078125
1,14,1,1,35,NA,0,0,0,0,1,0,1,1,0,3,5,7,111218,6,1060.80004882812,813,673.400024414062,7944.14306640625
1,4,2,1,43,2121,0,0,0,0,1,0,1,1,1,3,2,3,45398,6,1236.30004882812,814,0,11349.5
1,2,2,1,30,NA,0,0,0,0,1,0,0,1,0,3,2,7,74594,6,1236.30004882812,815,0,37297
1,4,2,0,41,NA,0,0,1,0,0,0,0,0,1,3,4,1,69670,6,1236.30004882812,816,0,17417.5
1,6,2,1,48,NA,0,0,0,0,1,0,1,1,0,3,2,3,149636,6,1236.30004882812,817,13000,24939.333984375
1,4,2,1,41,NA,1,0,0,0,0,0,1,1,0,3,1,7,50878,6,906.099975585938,818,0,12719.5
1,7,2,1,42,NA,0,0,1,0,0,0,1,1,0,3,2,3,65271,6,1229.80004882812,819,0,9324.4287109375
1,6,2,1,44,NA,0,0,0,0,1,0,1,1,1,3,3,1,51935,6,1236.30004882812,820,0,8655.8330078125
1,5,2,1,52,NA,0,0,0,0,0,1,1,1,1,3,4,1,25657,6,1060.80004882812,821,2600,5131.39990234375
1,7,2,1,50,1120,0,0,0,0,1,0,1,1,1,3,3,1,70737,6,906.099975585938,822,0,10105.2861328125
1,9,2,1,53,NA,0,0,0,0,1,0,1,1,1,3,7,1,41078,6,993.200012207031,823,650,4564.22216796875
1,7,2,1,58,1110,0,0,1,0,0,0,1,1,1,3,6,1,50627,6,993.200012207031,824,0,7232.4287109375
1,5,2,0,48,5320,0,0,1,0,0,0,0,0,1,3,4,1,85776,6,993.200012207031,825,0,17155.19921875
1,11,2,1,56,1110,0,1,0,0,0,0,1,1,0,3,6,1,202280,6,993.200012207031,826,0,18389.091796875
1,10,2,1,64,NA,0,0,1,0,0,0,0,1,1,3,5,1,21889,6,1166.09997558594,827,0,2188.89990234375
1,10,2,1,51,1120,0,0,1,0,0,0,1,1,0,3,5,1,62717,6,1166.09997558594,828,0,6271.7001953125
1,5,2,1,42,NA,0,0,0,1,0,0,0,1,0,3,3,1,110204,6,993.200012207031,829,0,22040.80078125
1,4,2,1,44,NA,0,0,1,0,0,0,1,1,0,3,4,1,45519,6,993.200012207031,830,0,11379.75
1,17,1,1,63,NA,0,1,0,0,0,0,0,1,0,3,8,1,99413,6,1166.09997558594,831,390,5847.82373046875
1,8,2,1,58,NA,1,0,0,0,0,0,1,1,0,3,3,3,134464,6,1166.09997558594,832,0,16808
1,4,2,1,43,NA,1,0,0,0,0,0,1,1,0,3,1,3,127025,6,993.200012207031,833,0,31756.25
1,6,2,1,45,NA,0,0,1,0,0,0,1,1,1,3,1,7,53739,6,993.200012207031,834,0,8956.5
1,4,2,1,34,NA,0,0,1,0,0,0,1,1,1,3,1,1,82865,6,1219.40002441406,835,0,20716.25
1,6,2,1,65,NA,1,0,0,0,0,0,0,0,0,3,4,1,24197,6,1406.59997558594,836,390,4032.83325195312
1,6,2,1,41,NA,0,0,1,0,0,0,1,1,0,3,2,3,39307,6,1219.40002441406,837,0,6551.16650390625
1,5,2,1,39,NA,0,0,0,0,1,0,0,1,0,3,1,1,345146,6,1444.30004882812,838,0,69029.203125
1,5,2,1,43,NA,0,0,0,0,1,0,1,1,1,3,2,1,40753,6,1444.30004882812,839,0,8150.60009765625
1,10,2,1,54,NA,1,0,0,0,0,0,0,1,0,3,5,1,32559,6,1444.30004882812,840,0,3255.89990234375
1,8,2,1,44,1120,0,0,0,1,0,0,1,1,1,3,3,3,184326,6,1406.59997558594,841,0,23040.75
1,6,2,1,51,1110,1,0,0,0,0,0,0,1,0,3,3,3,37075,6,1406.59997558594,842,0,6179.16650390625
1,11,2,1,60,NA,1,0,0,0,0,0,1,1,0,3,5,1,124159,6,1444.30004882812,843,422.5,11287.181640625
1,10,2,1,69,1123,0,0,1,0,0,0,1,1,1,0,3,3,129119,6,1444.30004882812,844,0,12911.900390625
1,7,2,0,52,2115,0,0,1,0,0,0,0,0,0,0,3,1,57664,6,1444.30004882812,845,0,8237.7138671875
1,5,2,1,74,NA,0,0,1,0,0,0,0,1,1,0,3,3,37520,6,2141.10009765625,846,0,7504
1,4,2,0,29,NA,0,0,0,0,0,1,0,0,0,0,3,3,40478,6,2141.10009765625,847,0,10119.5
1,7,2,0,62,NA,0,0,1,0,0,0,0,0,1,0,3,3,17832,6,2017.59997558594,848,0,2547.42846679688
1,3,2,1,73,NA,0,0,0,0,1,0,0,1,1,0,4,3,52949,6,2141.10009765625,849,0,17649.666015625
1,7,2,1,79,NA,0,1,0,0,0,0,0,1,0,0,4,1,61805,6,2017.59997558594,850,0,8829.2861328125
1,2,2,1,45,1120,0,0,1,0,0,0,1,1,0,8,1,6,73286,6,1704.30004882812,851,158.600006103516,36643
1,7,2,1,80,NA,1,0,0,0,0,0,0,1,1,0,4,1,67257,6,2017.59997558594,852,0,9608.142578125
1,4,2,1,47,NA,0,0,0,0,1,0,1,1,1,0,3,7,110830,6,2017.59997558594,853,0,27707.5
1,6,2,1,43,NA,0,0,0,0,1,0,1,1,1,0,3,1,28555,6,2017.59997558594,854,0,4759.16650390625
1,9,2,1,45,NA,0,0,1,0,0,0,1,1,1,3,2,3,34733,6,1314.30004882812,855,0,3859.22216796875
1,8,2,1,49,NA,1,0,0,0,0,0,1,1,0,3,1,3,59241,6,1393.59997558594,856,0,7405.125
1,11,2,1,73,NA,1,0,0,0,0,0,0,1,0,3,3,3,47543,6,1314.30004882812,857,0,4322.0908203125
1,5,2,0,59,NA,0,0,1,0,0,0,0,0,0,5,4,1,28887,6,1277.90002441406,858,0,5777.39990234375
1,3,2,1,48,NA,0,0,1,0,0,0,1,1,1,3,3,3,57386,6,1110.19995117188,859,520,19128.666015625
1,4,2,1,42,NA,0,0,1,0,0,0,1,1,0,1,3,3,37481,6,1277.90002441406,860,0,9370.25
1,3,2,1,64,1110,0,1,0,0,0,0,0,1,0,5,1,3,60234,6,1110.19995117188,861,0,20078
1,10,2,1,57,NA,1,0,0,0,0,0,1,1,1,5,2,3,20019,6,1277.90002441406,862,0,2001.90002441406
1,6,2,1,70,NA,1,0,0,0,0,0,0,1,0,3,2,3,64356,6,1110.19995117188,863,1950,10726
1,6,2,1,44,NA,0,0,0,0,1,0,1,1,0,3,2,3,76054,6,1110.19995117188,864,0,12675.6669921875
1,3,2,1,61,2121,1,0,0,0,0,0,0,1,0,5,3,1,49714,6,1110.19995117188,865,0,16571.333984375
1,1,2,0,73,NA,1,0,0,0,0,0,0,0,0,1,3,1,51203,6,1149.19995117188,866,0,51203
1,3,2,1,38,NA,1,0,0,0,0,0,1,1,1,3,1,3,29147,6,1324.69995117188,867,0,9715.6669921875
1,2,2,0,59,NA,1,0,0,0,0,0,0,0,0,1,2,3,23644,6,1443,868,0,11822
1,6,2,1,45,NA,0,0,1,0,0,0,1,1,1,3,2,3,39814,6,1443,869,0,6635.66650390625
1,3,2,0,68,NA,1,0,0,0,0,0,0,0,0,3,1,3,186161,6,1324.69995117188,870,0,62053.66796875
1,3,2,1,67,NA,1,0,0,0,0,0,0,1,1,3,2,1,76786,6,1359.80004882812,871,0,25595.333984375
1,4,2,1,31,1120,0,1,0,0,0,0,1,1,1,3,1,3,69857,6,1359.80004882812,872,0,17464.25
1,5,2,0,50,NA,1,0,0,0,0,0,0,0,0,3,2,3,123931,6,1149.19995117188,873,0,24786.19921875
1,5,2,1,73,1110,1,0,0,0,0,0,0,1,0,3,2,3,28558,6,1324.69995117188,874,3900,5711.60009765625
1,6,2,1,42,NA,0,1,0,0,0,0,1,1,0,3,1,3,19372,6,1149.19995117188,875,0,3228.66674804688
1,4,2,1,33,NA,0,0,0,0,1,0,1,1,0,3,1,3,74980,6,1324.69995117188,876,0,18745
1,9,2,1,58,NA,0,0,1,0,0,0,1,1,0,4,1,3,58576,6,1359.80004882812,877,0,6508.4443359375
1,4,2,1,39,1110,0,0,0,1,0,0,1,1,1,3,2,3,49880,6,1175.19995117188,878,0,12470
1,6,2,1,70,NA,1,0,0,0,0,0,0,1,1,3,2,3,255432,6,1175.19995117188,879,0,42572
1,3,2,1,34,NA,0,0,0,0,1,0,1,1,1,3,2,7,59505,6,1207.69995117188,880,0,19835
1,6,2,1,39,NA,0,0,0,1,0,0,1,1,1,3,2,3,47269,6,1020.5,881,0,7878.16650390625
1,4,2,1,59,NA,1,0,0,0,0,0,0,0,0,3,2,3,55467,6,1175.19995117188,882,0,13866.75
1,5,2,0,47,1120,1,0,0,0,0,0,0,0,0,3,1,3,58354,6,1175.19995117188,883,0,11670.7998046875
1,5,2,1,44,NA,1,0,0,0,0,0,1,1,1,3,2,3,50825,6,1207.69995117188,884,0,10165
1,4,2,1,32,1110,0,0,1,0,0,0,1,1,1,3,1,3,180722,6,1207.69995117188,885,0,45180.5
1,5,2,0,66,1120,1,0,0,0,0,0,0,0,0,3,2,3,236422,6,1207.69995117188,886,0,47284.3984375
1,6,2,1,70,NA,0,1,0,0,0,0,0,1,0,3,3,1,27770,6,1207.69995117188,887,0,4628.33349609375
1,2,1,1,36,NA,0,0,0,0,1,0,1,1,1,3,2,3,53529,6,1207.69995117188,888,0,26764.5
1,3,2,0,50,1120,0,0,1,0,0,0,1,0,0,3,2,3,134453,6,1020.5,889,0,44817.66796875
1,6,2,1,66,NA,1,0,0,0,0,0,1,1,1,1,2,3,38656,6,1210.30004882812,890,0,6442.66650390625
1,6,2,1,45,NA,0,0,0,1,0,0,1,1,1,1,2,3,52608,6,1652.30004882812,891,0,8768
1,3,2,1,37,1110,0,0,0,0,1,0,1,1,1,1,3,1,28247,6,1652.30004882812,892,0,9415.6669921875
1,7,2,1,68,2115,1,0,0,0,0,0,0,1,0,1,1,3,23286,6,1652.30004882812,893,0,3326.57153320312
1,3,2,1,44,NA,0,0,0,1,0,0,1,1,0,1,2,1,75953,6,1641.90002441406,894,0,25317.666015625
1,6,2,1,40,NA,0,1,0,0,0,0,1,1,0,1,2,4,117288,6,1402.69995117188,895,0,19548
1,5,2,1,67,1120,1,0,0,0,0,0,0,1,0,1,2,3,45503,6,1210.30004882812,896,0,9100.599609375
1,7,2,1,35,NA,0,0,0,0,0,1,1,1,1,1,2,3,100706,6,1418.30004882812,897,0,14386.5712890625
1,7,2,1,63,NA,0,1,0,0,0,0,1,1,1,1,3,3,62162,6,1652.30004882812,898,0,8880.2861328125
1,13,2,1,43,NA,0,0,1,0,0,0,1,1,0,1,2,3,55821,6,1210.30004882812,899,0,4293.9228515625
1,4,2,1,42,1120,0,0,0,0,0,1,1,1,1,1,2,3,72140,6,1652.30004882812,900,0,18035
1,3,2,1,31,NA,0,0,0,0,1,0,1,1,1,1,2,3,75586,6,1418.30004882812,901,0,25195.333984375
1,8,2,1,51,NA,0,0,1,0,0,0,1,1,0,3,3,3,35444,6,2237.30004882812,902,0,4430.5
1,7,2,1,48,NA,0,0,1,0,0,0,1,1,0,3,5,1,37494,6,2237.30004882812,903,390,5356.28564453125
1,9,2,1,42,1120,0,0,0,0,1,0,0,1,0,3,4,1,117811,6,2237.30004882812,904,0,13090.111328125
1,4,2,1,47,1110,0,0,1,0,0,0,0,1,0,3,2,7,36957,6,2250.30004882812,905,195,9239.25
1,5,2,1,44,NA,0,0,0,0,1,0,1,1,0,3,3,3,35301,6,2237.30004882812,906,0,7060.2001953125
1,3,2,1,38,NA,0,0,0,0,0,1,1,1,0,3,1,3,46984,6,2250.30004882812,907,0,15661.3330078125
1,9,2,1,63,NA,1,0,0,0,0,0,0,1,0,3,3,1,115590,6,2237.30004882812,908,0,12843.3330078125
1,6,2,1,40,NA,0,0,1,0,0,0,1,1,0,3,2,3,32705,6,2250.30004882812,909,9230,5450.83349609375
1,4,2,1,46,NA,0,0,1,0,0,0,1,1,1,3,2,3,40981,6,1931.80004882812,910,0,10245.25
1,4,2,1,26,NA,0,1,0,0,0,0,1,1,0,8,1,3,40358,6,1648.40002441406,911,0,10089.5
1,6,2,1,69,1120,1,0,0,0,0,0,1,1,0,3,4,1,94145,6,1648.40002441406,912,0,15690.8330078125
1,2,2,1,32,1120,0,0,0,0,1,0,1,1,1,3,1,3,111634,6,1931.80004882812,913,0,55817
1,5,2,1,40,NA,0,0,0,0,1,0,1,1,1,3,2,3,67557,6,1838.19995117188,914,0,13511.400390625
1,6,2,1,43,NA,0,0,0,1,0,0,1,1,0,3,3,3,85236,6,1838.19995117188,915,169,14206
1,5,2,1,47,1110,1,0,0,0,0,0,1,1,0,3,2,3,56702,6,2139.80004882812,916,0,11340.400390625
1,5,2,1,46,NA,1,0,0,0,0,0,1,1,0,3,1,3,97101,6,1838.19995117188,917,62.4000015258789,19420.19921875
1,4,2,1,57,2115,0,0,0,1,0,0,1,1,1,3,1,3,39130,6,1838.19995117188,918,0,9782.5
1,6,2,1,83,4840,1,0,0,0,0,0,0,1,0,3,3,1,21446,6,1838.19995117188,919,0,3574.33325195312
1,4,2,1,25,NA,0,0,1,0,0,0,1,1,0,3,1,3,41284,6,1838.19995117188,920,0,10321
1,5,2,1,37,1110,0,0,1,0,0,0,1,1,0,3,1,3,257665,6,2139.80004882812,921,0,51533
1,7,1,1,55,1110,0,0,1,0,0,0,1,1,0,3,4,1,67165,6,1838.19995117188,922,0,9595
1,6,2,1,48,NA,0,0,0,0,1,0,1,1,1,3,3,1,43926,6,2139.80004882812,923,0,7321
1,5,2,1,38,NA,1,0,0,0,0,0,1,1,0,3,1,3,111659,6,1838.19995117188,924,0,22331.80078125
1,9,2,1,36,1110,0,0,1,0,0,0,0,1,1,3,4,1,91056,6,2139.80004882812,925,13,10117.3330078125
1,8,2,1,56,NA,0,1,0,0,0,0,1,1,0,5,4,1,53209,6,1062.09997558594,926,0,6651.125
1,6,2,1,40,2111,0,0,0,1,0,0,0,1,0,5,3,7,73476,6,1231.09997558594,927,0,12246
1,7,2,1,56,NA,1,0,0,0,0,0,1,1,0,1,2,3,60561,6,1062.09997558594,928,1950,8651.5712890625
1,12,2,1,66,NA,0,1,0,0,0,0,0,1,0,0,6,1,54626,6,906.099975585938,929,0,4552.16650390625
1,2,2,1,64,NA,1,0,0,0,0,0,0,1,0,0,3,1,44333,6,906.099975585938,930,0,22166.5
1,4,2,1,42,2120,0,0,0,0,1,0,0,1,0,0,3,3,17819,6,906.099975585938,931,0,4454.75
1,2,2,1,47,NA,0,0,0,0,1,0,1,1,0,0,2,1,23206,6,906.099975585938,932,0,11603
1,4,2,1,43,NA,0,0,0,0,1,0,1,1,0,0,3,1,35979,6,1062.09997558594,933,3913,8994.75
1,5,2,1,44,NA,0,0,1,0,0,0,1,1,1,0,2,3,46482,6,1238.90002441406,934,0,9296.400390625
1,8,2,1,53,NA,1,0,0,0,0,0,1,1,1,3,2,3,38972,6,906.099975585938,935,0,4871.5
1,6,2,1,33,NA,0,0,1,0,0,0,1,1,1,0,3,1,93413,6,906.099975585938,936,0,15568.8330078125
1,6,2,1,60,NA,0,0,0,0,1,0,1,1,1,1,2,3,45957,6,1062.09997558594,937,0,7659.5
1,6,2,1,50,NA,0,0,0,1,0,0,1,1,1,1,3,1,48353,6,1120.59997558594,938,1300,8058.83349609375
1,2,2,1,74,2112,0,0,1,0,0,0,0,1,1,1,3,3,142112,6,955.5,939,0,71056
1,1,2,1,74,NA,1,0,0,0,0,0,0,1,1,1,2,7,93095,6,955.5,940,0,93095
1,4,2,0,34,NA,0,0,0,0,1,0,0,1,0,1,5,1,46725,6,955.5,941,3900,11681.25
1,6,2,1,33,NA,0,0,0,0,0,1,1,1,1,1,5,1,60030,6,1305.19995117188,942,0,10005
1,6,2,1,47,NA,0,0,0,0,0,1,1,1,0,1,5,1,44260,6,1120.59997558594,943,0,7376.66650390625
1,4,2,1,53,NA,0,1,0,0,0,0,0,1,1,1,2,1,137712,6,1305.19995117188,944,0,34428
1,5,2,1,43,1120,0,0,0,0,1,0,1,1,1,1,5,3,46276,6,1305.19995117188,945,0,9255.2001953125
1,5,2,1,49,1120,0,0,0,1,0,0,1,1,1,1,5,3,54824,6,1120.59997558594,946,0,10964.7998046875
1,7,2,0,38,NA,0,0,0,0,1,0,0,1,0,1,5,7,23998,6,1305.19995117188,947,0,3428.28564453125
1,7,2,1,44,NA,0,0,0,0,1,0,0,1,0,1,4,1,33575,6,1297.40002441406,948,0,4796.4287109375
1,4,2,0,51,NA,1,0,0,0,0,0,0,0,0,5,4,1,42323,6,955.5,949,0,10580.75
1,7,2,1,46,NA,0,1,0,0,0,0,1,1,0,5,2,1,40738,6,1041.30004882812,950,1378,5819.71435546875
1,9,2,1,58,NA,1,0,0,0,0,0,0,1,0,5,3,1,46826,6,1206.40002441406,951,0,5202.888671875
1,8,2,1,50,1110,0,0,1,0,0,0,1,1,1,5,3,1,46611,6,887.900024414062,952,0,5826.375
1,10,2,1,58,NA,1,0,0,0,0,0,1,1,1,5,2,1,56180,6,1041.30004882812,953,0,5618
1,5,2,1,71,NA,1,0,0,0,0,0,0,1,0,5,3,1,55530,6,1214.19995117188,954,0,11106
1,6,2,0,51,NA,1,0,0,0,0,0,1,0,1,5,2,1,29229,6,1041.30004882812,955,0,4871.5
1,9,2,1,58,1110,1,0,0,0,0,0,1,1,0,5,4,1,172595,6,887.900024414062,956,19500,19177.22265625
1,2,2,0,65,NA,1,0,0,0,0,0,0,0,0,5,1,1,71262,6,1214.19995117188,957,0,35631
1,8,2,1,32,NA,0,0,0,1,0,0,1,1,1,5,2,1,43593,6,1214.19995117188,958,0,5449.125
1,9,2,1,44,1120,1,0,0,0,0,0,1,1,0,5,4,1,57498,6,1214.19995117188,959,0,6388.66650390625
1,5,2,1,38,1110,1,0,0,0,0,0,1,1,0,5,2,1,20271,6,1041.30004882812,960,0,4054.19995117188
1,7,2,1,43,1120,1,0,0,0,0,0,1,1,1,3,1,3,40143,6,1227.19995117188,961,0,5734.71435546875
1,4,2,1,73,NA,1,0,0,0,0,0,0,1,0,3,1,3,37098,6,1227.19995117188,962,0,9274.5
1,6,2,1,66,NA,1,0,0,0,0,0,0,1,0,3,2,1,42714,6,1227.19995117188,963,0,7119
1,4,2,1,49,1120,0,1,0,0,0,0,1,1,1,3,1,3,16107,6,898.299987792969,964,0,4026.75
1,1,2,0,64,NA,0,0,1,0,0,0,0,0,0,3,1,1,129332,6,898.299987792969,965,0,129332
1,5,2,1,73,NA,1,0,0,0,0,0,1,1,0,3,1,3,28229,6,1051.69995117188,966,0,5645.7998046875
1,3,2,0,54,NA,0,0,1,0,0,0,0,0,0,3,1,3,70181,6,1227.19995117188,967,0,23393.666015625
1,2,2,0,60,1120,1,0,0,0,0,0,0,0,0,3,1,3,41899,6,1051.69995117188,968,1625,20949.5
1,8,2,1,58,NA,0,1,0,0,0,0,0,1,0,3,1,7,59310,6,898.299987792969,969,0,7413.75
1,2,2,0,61,NA,1,0,0,0,0,0,0,0,0,3,2,4,26654,6,1051.69995117188,970,0,13327
1,5,2,1,57,NA,1,0,0,0,0,0,1,1,0,3,2,3,21364,6,1051.69995117188,971,0,4272.7998046875
1,4,2,0,63,NA,1,0,0,0,0,0,0,0,0,1,2,3,41429,6,1051.69995117188,972,0,10357.25
1,7,2,1,64,NA,1,0,0,0,0,0,1,1,0,3,4,1,45391,6,1188.19995117188,973,0,6484.4287109375
1,5,2,1,45,NA,0,0,1,0,0,0,1,1,0,8,1,1,132431,6,1219.40002441406,974,0,26486.19921875
1,5,2,0,68,NA,1,0,0,0,0,0,0,0,0,8,1,3,67422,6,1296.09997558594,975,0,13484.400390625
