"milieu","taille","pauvre","sexecm","agecm","diplômcm","cmanalphabe","cmalphabe","cm_prim","cm_coll","cm_secon","cm_univ","occup_cm","emcm","cscm","typlog","nbpiece","stocp","deptot","region","coeffmen","ident","trmo","deppc"
1,2,2,0,62,NA,1,0,0,0,0,0,0,0,0,2,1,1,25401,5,1235,2432,0,12700.5
1,7,2,1,53,NA,1,0,0,0,0,0,1,1,0,2,3,1,34113,5,1235,2433,0,4873.28564453125
1,8,2,1,46,1110,0,0,1,0,0,0,1,1,0,2,3,1,70462,5,1310.40002441406,2434,7930,8807.75
1,7,2,1,41,NA,1,0,0,0,0,0,1,1,0,2,2,1,16751,5,1310.40002441406,2435,10400,2393
1,7,2,1,71,NA,1,0,0,0,0,0,0,1,0,2,3,1,20339,5,1203.80004882812,2436,0,2905.57153320312
1,3,2,1,29,NA,0,0,1,0,0,0,0,1,0,3,1,7,55599,5,1203.80004882812,2437,0,18533
1,4,2,1,35,NA,0,0,1,0,0,0,0,1,0,3,1,7,20728,5,1203.80004882812,2438,1560,5182
1,4,2,1,34,NA,1,0,0,0,0,0,1,1,0,2,1,8,52553,5,1203.80004882812,2439,0,13138.25
1,3,2,1,58,NA,1,0,0,0,0,0,0,1,0,2,3,7,66804,5,1526.19995117188,2440,0,22268
1,7,2,1,45,NA,1,0,0,0,0,0,1,1,0,2,2,7,48411,5,946.400024414062,2441,0,6915.85693359375
1,6,2,1,50,NA,0,0,0,1,0,0,1,1,1,2,3,3,17550,5,692.900024414062,2442,390,2925
1,6,1,1,51,NA,1,0,0,0,0,0,1,1,0,8,2,7,66739,5,812.5,2443,0,11123.1669921875
1,1,2,1,21,NA,0,0,0,1,0,0,1,0,0,2,2,3,49881,5,692.900024414062,2444,0,49881
1,5,2,1,61,NA,0,0,1,0,0,0,0,1,0,0,4,1,37400,5,692.900024414062,2445,0,7480
1,4,2,1,61,1110,1,0,0,0,0,0,1,1,0,3,5,1,17490,5,812.5,2446,585,4372.5
1,6,2,1,62,NA,0,0,1,0,0,0,1,1,0,0,7,1,34764,5,812.5,2447,0,5794
1,5,2,1,44,5341,0,0,0,1,0,0,1,1,0,0,3,3,18793,5,812.5,2448,0,3758.60009765625
1,8,2,1,62,3113,1,0,0,0,0,0,1,1,0,3,4,1,19514,5,812.5,2449,0,2439.25
1,6,1,1,73,NA,1,0,0,0,0,0,0,0,0,2,3,1,104489,5,946.400024414062,2450,0,17414.833984375
1,3,2,1,35,NA,0,0,0,0,0,1,1,1,0,0,4,3,37409,5,812.5,2451,0,12469.6669921875
1,8,2,1,56,1120,1,0,0,0,0,0,1,1,0,2,3,1,41766,5,1180.40002441406,2452,0,5220.75
1,7,2,0,45,4429,1,0,0,0,0,0,0,1,0,2,4,1,46217,5,1006.20001220703,2453,0,6602.4287109375
1,9,1,1,45,NA,0,0,0,0,1,0,1,1,1,2,3,1,66514,5,1180.40002441406,2454,0,7390.4443359375
1,6,2,0,42,NA,1,0,0,0,0,0,0,1,0,3,5,1,48144,5,1374.09997558594,2455,0,8024
1,8,2,0,56,NA,1,0,0,0,0,0,0,1,0,3,4,1,81984,5,1006.20001220703,2456,260,10248
1,3,2,1,27,NA,0,0,1,0,0,0,1,1,0,3,1,7,25924,5,1374.09997558594,2457,0,8641.3330078125
1,6,2,1,37,1120,1,0,0,0,0,0,1,1,0,3,3,7,38110,5,1374.09997558594,2458,0,6351.66650390625
1,9,2,1,49,3125,0,0,1,0,0,0,1,1,0,3,1,1,95523,5,1006.20001220703,2459,0,10613.6669921875
1,3,2,1,73,1110,0,1,0,0,0,0,0,1,0,3,2,1,51894,5,1180.40002441406,2460,0,17298
1,7,2,1,49,NA,1,0,0,0,0,0,1,1,0,3,3,1,24337,5,1006.20001220703,2461,0,3476.71435546875
1,7,1,1,53,NA,1,0,0,0,0,0,1,1,0,2,3,1,16359,5,1006.20001220703,2462,0,2337
1,4,2,1,70,NA,1,0,0,0,0,0,0,1,0,3,6,1,25611,5,1006.20001220703,2463,0,6402.75
1,10,2,1,38,NA,0,0,1,0,0,0,0,1,0,3,6,1,45045,5,1596.40002441406,2464,0,4504.5
1,4,2,1,41,NA,0,0,1,0,0,0,1,1,0,3,3,7,79983,5,1606.80004882812,2465,0,19995.75
1,8,2,1,64,2110,1,0,0,0,0,0,0,1,1,3,5,1,52867,5,1606.80004882812,2466,0,6608.375
1,4,2,1,42,NA,1,0,0,0,0,0,1,0,0,3,3,1,27640,5,1606.80004882812,2467,0,6910
1,6,2,1,40,1110,0,0,1,0,0,0,1,1,0,3,3,5,67429,5,1379.30004882812,2468,0,11238.1669921875
1,6,2,1,63,NA,1,0,0,0,0,0,0,1,0,3,7,1,41393,5,1379.30004882812,2469,0,6898.83349609375
1,7,2,0,47,NA,1,0,0,0,0,0,0,1,0,3,3,1,16923,5,1606.80004882812,2470,0,2417.57153320312
1,3,2,0,32,NA,0,0,0,1,0,0,0,1,1,3,2,7,140856,5,1379.30004882812,2471,0,46952
1,3,2,1,30,NA,0,0,0,1,0,0,1,1,0,3,3,1,35840,5,1176.5,2472,0,11946.6669921875
1,6,2,1,55,NA,0,0,1,0,0,0,1,1,0,3,4,1,52588,5,1379.30004882812,2473,0,8764.6669921875
1,3,2,0,52,3119,1,0,0,0,0,0,0,1,0,3,4,1,36876,5,1379.30004882812,2474,0,12292
1,8,2,1,84,NA,1,0,0,0,0,0,0,1,0,2,5,1,64795,5,1606.80004882812,2475,0,8099.375
1,4,2,1,43,NA,0,0,0,0,1,0,1,1,1,3,4,7,134168,5,1188.19995117188,2476,1300,33542
1,7,2,0,49,NA,0,0,1,0,0,0,1,1,0,3,3,3,57810,5,1188.19995117188,2477,0,8258.5712890625
1,5,2,1,58,1110,0,0,0,0,0,1,1,1,1,3,5,1,64782,5,1406.59997558594,2478,0,12956.400390625
1,3,2,1,68,NA,1,0,0,0,0,0,0,1,1,3,3,1,87441,5,1406.59997558594,2479,0,29147
1,12,2,1,64,NA,1,0,0,0,0,0,1,1,0,3,5,1,88495,5,1406.59997558594,2480,0,7374.58349609375
1,3,2,1,58,1110,0,1,0,0,0,0,0,1,1,3,6,1,84279,5,1188.19995117188,2481,0,28093
1,9,2,1,37,NA,0,0,0,0,0,1,1,1,0,2,5,1,91877,5,1368.90002441406,2482,0,10208.5556640625
1,9,2,1,75,NA,0,1,0,0,0,0,0,1,0,2,3,1,9456,5,1493.69995117188,2483,0,1050.66662597656
1,6,2,0,60,NA,1,0,0,0,0,0,0,0,1,3,3,1,62973,5,1368.90002441406,2484,0,10495.5
1,8,2,1,43,NA,1,0,0,0,0,0,0,1,0,3,4,1,40314,5,1188.19995117188,2485,0,5039.25
1,7,2,0,42,NA,1,0,0,0,0,0,1,1,0,3,2,6,35544,5,1368.90002441406,2486,0,5077.71435546875
1,5,2,0,48,NA,1,0,0,0,0,0,0,1,1,3,6,1,71154,5,1368.90002441406,2487,0,14230.7998046875
1,5,2,1,41,NA,1,0,0,0,0,0,1,1,0,3,3,1,48140,5,1358.5,2488,0,9628
1,6,2,0,36,NA,1,0,0,0,0,0,0,0,0,3,3,1,118205,5,1167.40002441406,2489,0,19700.833984375
1,7,2,1,51,NA,0,0,0,0,1,0,1,1,1,3,3,1,104200,5,1358.5,2490,0,14885.7138671875
1,3,2,0,41,NA,0,0,0,1,0,0,0,1,1,3,3,1,37721,5,993.200012207031,2491,0,12573.6669921875
1,4,2,1,34,5321,0,0,0,0,0,1,1,1,1,3,3,3,144964,5,1350.69995117188,2492,0,36241
1,13,1,1,65,NA,1,0,0,0,0,0,0,1,0,3,6,1,72602,5,1167.40002441406,2493,0,5584.76904296875
1,7,2,1,46,NA,0,0,0,1,0,0,1,1,0,3,4,1,105261,5,993.200012207031,2494,0,15037.2861328125
1,3,2,1,79,1110,1,0,0,0,0,0,0,1,0,3,6,1,38762,5,1358.5,2495,0,12920.6669921875
1,3,2,1,60,NA,1,0,0,0,0,0,1,1,0,3,5,3,36277,5,1358.5,2496,0,12092.3330078125
1,5,1,1,62,NA,1,0,0,0,0,0,0,1,0,3,4,1,32630,5,1167.40002441406,2497,0,6526
1,3,2,1,36,NA,0,0,1,0,0,0,1,1,0,3,1,3,28321,5,1167.40002441406,2498,0,9440.3330078125
1,5,2,1,52,NA,1,0,0,0,0,0,0,1,0,5,2,3,53627,5,993.200012207031,2499,0,10725.400390625
1,8,2,1,79,NA,1,0,0,0,0,0,0,1,0,3,3,1,29714,5,1037.40002441406,2500,0,3714.25
1,3,2,1,30,1110,1,0,0,0,0,0,1,1,0,3,1,7,70238,5,885.299987792969,2501,0,23412.666015625
1,1,2,0,70,NA,1,0,0,0,0,0,0,0,0,3,3,7,38281,5,1209,2502,0,38281
1,12,2,1,60,NA,1,0,0,0,0,0,1,1,0,3,5,1,23885,5,1209,2503,0,1990.41662597656
1,5,1,1,44,NA,0,0,0,0,0,1,1,1,1,3,3,1,115121,5,885.299987792969,2504,19500,23024.19921875
1,6,2,1,32,NA,0,0,0,1,0,0,1,0,0,3,2,7,208955,5,1199.90002441406,2505,0,34825.83203125
1,6,2,0,61,NA,1,0,0,0,0,0,0,1,0,3,6,1,75464,5,1209,2506,0,12577.3330078125
1,7,2,1,50,NA,1,0,0,0,0,0,0,1,0,3,3,1,23025,5,1037.40002441406,2507,0,3289.28564453125
1,5,2,0,42,NA,0,0,1,0,0,0,0,0,1,3,3,7,11078,5,1037.40002441406,2508,0,2215.60009765625
1,6,2,1,46,1110,0,0,0,1,0,0,1,1,1,3,3,7,114633,5,1037.40002441406,2509,0,19105.5
1,8,2,1,65,NA,1,0,0,0,0,0,1,1,0,3,5,1,39277,5,885.299987792969,2510,3562,4909.625
1,5,2,1,55,1120,0,0,0,1,0,0,1,1,0,3,2,1,17892,5,885.299987792969,2511,0,3578.39990234375
1,6,2,1,63,NA,0,0,1,0,0,0,0,1,0,3,2,1,84631,5,1287,2512,0,14105.1669921875
1,9,2,1,48,NA,0,0,0,1,0,0,1,1,0,3,3,1,88619,5,1110.19995117188,2513,0,9846.5556640625
1,4,2,1,68,NA,1,0,0,0,0,0,0,1,0,2,2,1,47190,5,946.400024414062,2514,0,11797.5
1,4,2,1,39,1110,0,0,0,0,1,0,1,1,1,2,2,1,53910,5,1294.80004882812,2515,0,13477.5
1,6,2,1,39,3120,0,0,1,0,0,0,1,1,0,2,1,1,71469,5,946.400024414062,2516,0,11911.5
1,7,2,0,66,NA,1,0,0,0,0,0,0,0,0,3,2,1,29969,5,1287,2517,52,4281.28564453125
1,6,2,1,52,NA,0,0,1,0,0,0,1,1,0,3,2,3,29462,5,946.400024414062,2518,6500,4910.33349609375
1,2,2,0,40,NA,0,0,0,0,1,0,1,0,1,3,3,3,39682,5,946.400024414062,2519,0,19841
1,3,2,1,40,NA,0,0,0,0,0,1,1,1,1,3,1,7,16444,5,946.400024414062,2520,0,5481.33349609375
1,4,2,0,58,NA,1,0,0,0,0,0,0,0,0,2,2,1,52809,5,946.400024414062,2521,0,13202.25
1,4,2,1,37,NA,0,0,1,0,0,0,1,1,0,2,1,3,21759,5,1110.19995117188,2522,0,5439.75
1,5,1,1,28,1110,0,0,0,0,1,0,1,0,1,3,4,3,40656,5,946.400024414062,2523,31330,8131.2001953125
1,5,2,0,53,NA,1,0,0,0,0,0,1,0,0,2,2,1,39380,8,513.5,2524,0,7876
1,6,2,1,45,NA,0,1,0,0,0,0,1,1,0,2,2,1,46534,8,1427.40002441406,2525,0,7755.66650390625
1,7,2,0,33,NA,1,0,0,0,0,0,0,1,0,2,2,1,27091,8,1427.40002441406,2526,0,3870.14282226562
1,2,2,0,54,NA,1,0,0,0,0,0,0,0,0,2,4,1,25002,8,1465.09997558594,2527,0,12501
1,3,2,1,34,NA,0,1,0,0,0,0,1,1,0,2,2,3,54557,8,1237.59997558594,2528,0,18185.666015625
1,2,2,0,73,NA,1,0,0,0,0,0,1,0,0,2,1,3,9632,8,1237.59997558594,2529,0,4816
1,3,2,1,30,NA,0,0,1,0,0,0,1,1,0,2,2,3,71068,8,1237.59997558594,2530,0,23689.333984375
1,7,2,1,42,NA,1,0,0,0,0,0,1,1,0,2,2,3,39901,8,1465.09997558594,2531,0,5700.14306640625
1,4,2,1,43,NA,1,0,0,0,0,0,1,1,0,2,2,3,44135,8,1237.59997558594,2532,0,11033.75
1,7,2,1,47,NA,1,0,0,0,0,0,0,1,0,2,2,7,32496,8,1465.09997558594,2533,0,4642.28564453125
1,4,2,1,36,NA,0,0,1,0,0,0,0,1,0,2,3,3,21779,8,1427.40002441406,2534,0,5444.75
1,4,2,1,43,NA,0,0,1,0,0,0,1,1,0,2,2,1,43623,8,1465.09997558594,2535,0,10905.75
1,9,2,1,74,NA,0,1,0,0,0,0,0,1,0,1,4,3,38826,8,1417,2536,0,4314
1,4,2,0,35,NA,1,0,0,0,0,0,0,0,0,1,3,3,25085,8,1166.09997558594,2537,0,6271.25
1,10,2,1,64,NA,0,1,0,0,0,0,1,1,0,1,2,1,53985,8,1166.09997558594,2538,0,5398.5
1,8,2,1,73,NA,0,1,0,0,0,0,0,1,0,1,3,3,36160,8,1166.09997558594,2539,0,4520
1,5,2,1,37,NA,0,0,0,0,0,1,1,1,0,3,3,3,84411,8,1197.30004882812,2540,0,16882.19921875
1,1,2,1,63,NA,0,0,0,0,1,0,0,0,0,8,1,3,50240,8,1011.40002441406,2541,0,50240
1,6,2,1,45,2120,0,0,0,0,0,1,1,1,1,1,5,3,57733,8,1011.40002441406,2542,0,9622.1669921875
1,6,1,0,50,NA,1,0,0,0,0,0,0,1,0,3,7,1,24389,8,1197.30004882812,2543,0,4064.83325195312
1,5,2,1,42,NA,0,0,0,0,0,1,1,1,1,3,1,3,86002,8,1166.09997558594,2544,0,17200.400390625
1,4,2,1,64,NA,1,0,0,0,0,0,1,1,0,3,1,7,33551,8,1011.40002441406,2545,5200,8387.75
1,4,2,1,34,NA,0,0,0,0,1,0,1,1,0,3,2,1,60808,8,1197.30004882812,2546,0,15202
1,5,1,1,53,NA,0,0,0,0,1,0,1,1,0,3,5,1,28521,8,1166.09997558594,2547,0,5704.2001953125
1,10,2,1,47,NA,0,0,0,0,0,1,1,1,1,3,3,1,63559,8,1166.09997558594,2548,0,6355.89990234375
1,6,2,1,45,NA,0,1,0,0,0,0,1,1,0,3,2,1,25784,8,1214.19995117188,2549,0,4297.33349609375
1,10,2,1,44,NA,0,1,0,0,0,0,1,1,0,3,3,1,42462,8,965.900024414062,2550,0,4246.2001953125
1,11,1,1,48,NA,0,0,1,0,0,0,1,1,0,3,2,1,75726,8,965.900024414062,2551,0,6884.181640625
1,9,2,1,46,NA,1,0,0,0,0,0,1,1,0,3,2,1,90009,8,1214.19995117188,2552,0,10001
1,10,2,1,36,5320,0,1,0,0,0,0,1,1,0,3,2,1,48714,8,1144,2553,0,4871.39990234375
1,8,2,1,41,1110,1,0,0,0,0,0,1,1,0,3,2,1,61872,8,1144,2554,0,7734
1,8,2,1,43,1120,1,0,0,0,0,0,0,1,0,3,2,1,74063,8,1114.09997558594,2555,0,9257.875
1,3,2,0,30,NA,0,0,0,1,0,0,0,1,1,3,2,1,40878,8,1114.09997558594,2556,0,13626
1,5,2,1,80,NA,1,0,0,0,0,0,0,1,0,3,2,1,118603,8,1144,2557,31200,23720.599609375
1,9,2,1,41,3121,1,0,0,0,0,0,1,1,0,3,3,7,113206,8,1144,2558,0,12578.4443359375
1,9,2,0,42,NA,1,0,0,0,0,0,0,1,0,3,3,1,61046,8,1144,2559,0,6782.888671875
1,5,2,1,58,NA,1,0,0,0,0,0,1,1,0,2,2,3,25474,8,1114.09997558594,2560,0,5094.7998046875
1,5,1,0,43,NA,1,0,0,0,0,0,1,0,0,2,2,1,30833,8,601.900024414062,2561,26000,6166.60009765625
1,4,2,1,40,NA,0,0,1,0,0,0,1,1,0,2,5,1,58035,8,513.5,2562,0,14508.75
1,1,2,0,70,3124,1,0,0,0,0,0,0,0,0,3,3,1,44245,8,601.900024414062,2563,0,44245
1,4,2,1,80,NA,1,0,0,0,0,0,1,1,0,2,2,1,29576,8,601.900024414062,2564,0,7394
1,8,2,1,45,NA,0,0,1,0,0,0,1,1,0,3,2,1,115965,8,700.700012207031,2565,0,14495.625
1,1,2,0,68,NA,1,0,0,0,0,0,0,0,0,3,2,1,78485,8,700.700012207031,2566,0,78485
1,3,2,1,33,1120,0,0,0,0,0,1,1,1,1,3,2,3,24152,8,700.700012207031,2567,0,8050.66650390625
1,4,2,1,69,4326,1,0,0,0,0,0,0,1,0,3,4,1,37440,8,700.700012207031,2568,0,9360
1,7,2,1,69,1120,0,1,0,0,0,0,0,1,0,3,3,1,64213,8,700.700012207031,2569,0,9173.2861328125
1,11,2,1,51,NA,0,0,0,0,1,0,1,1,0,3,4,1,67814,8,700.700012207031,2570,0,6164.9091796875
1,7,2,1,46,NA,0,0,0,0,1,0,1,1,1,3,5,3,47201,8,700.700012207031,2571,0,6743
1,5,2,1,51,NA,1,0,0,0,0,0,1,1,0,3,2,3,51239,8,1159.59997558594,2572,0,10247.7998046875
1,7,2,1,52,NA,1,0,0,0,0,0,1,1,0,3,2,1,58029,8,1159.59997558594,2573,0,8289.857421875
1,2,2,1,69,NA,1,0,0,0,0,0,1,1,0,2,2,1,85851,8,1319.5,2574,0,42925.5
1,9,2,1,43,NA,1,0,0,0,0,0,1,1,0,3,2,1,54631,8,1437.80004882812,2575,0,6070.111328125
1,5,2,1,63,NA,1,0,0,0,0,0,0,1,0,3,3,1,121374,8,1354.59997558594,2576,0,24274.80078125
1,3,2,1,28,NA,0,0,0,1,0,0,1,1,0,3,2,8,46743,8,1479.40002441406,2577,0,15581
1,4,2,0,25,NA,1,0,0,0,0,0,0,1,1,3,4,1,29083,8,1354.59997558594,2578,0,7270.75
1,6,2,1,61,NA,1,0,0,0,0,0,1,1,0,2,3,1,40258,8,1319.5,2579,0,6709.66650390625
1,6,2,1,43,1120,0,0,1,0,0,0,0,1,1,3,3,1,35153,8,1319.5,2580,0,5858.83349609375
1,6,2,1,42,NA,0,1,0,0,0,0,1,1,0,5,2,7,74224,8,1437.80004882812,2581,0,12370.6669921875
1,2,2,1,28,NA,0,0,0,1,0,0,1,1,0,3,2,7,98803,8,1354.59997558594,2582,0,49401.5
1,7,2,1,41,NA,0,1,0,0,0,0,1,1,0,3,2,1,60996,8,1437.80004882812,2583,0,8713.7138671875
1,3,2,0,64,NA,1,0,0,0,0,0,1,0,0,3,2,1,23602,8,1354.59997558594,2584,0,7867.33349609375
1,4,2,1,38,NA,0,0,0,0,1,0,1,1,1,3,3,3,163394,8,1319.5,2585,0,40848.5
1,7,2,1,95,NA,1,0,0,0,0,0,0,1,0,3,1,3,32706,8,1023.09997558594,2586,0,4672.28564453125
1,8,2,1,42,NA,1,0,0,0,0,0,1,1,0,3,2,1,84396,8,754,2587,0,10549.5
1,4,2,0,29,NA,0,0,1,0,0,0,0,1,0,3,2,3,45045,8,754,2588,0,11261.25
1,6,2,1,50,NA,0,1,0,0,0,0,0,1,0,3,2,7,71063,8,754,2589,0,11843.8330078125
1,5,1,1,41,NA,0,0,0,1,0,0,1,1,0,3,2,1,16020,8,885.299987792969,2590,0,3204
1,8,2,1,66,NA,1,0,0,0,0,0,0,1,0,3,2,1,30065,8,1023.09997558594,2591,0,3758.125
1,5,2,1,65,NA,1,0,0,0,0,0,1,1,0,3,2,1,96797,8,1029.59997558594,2592,0,19359.400390625
1,2,2,0,55,NA,1,0,0,0,0,0,1,0,0,3,4,1,51079,8,1029.59997558594,2593,0,25539.5
1,10,2,1,51,NA,0,0,1,0,0,0,0,1,0,3,2,3,24389,8,1029.59997558594,2594,0,2438.89990234375
1,7,2,0,38,NA,1,0,0,0,0,0,1,0,0,3,2,1,19406,8,885.299987792969,2595,0,2772.28564453125
1,3,2,1,27,NA,0,0,1,0,0,0,1,1,0,3,3,3,52392,8,876.200012207031,2596,0,17464
1,3,2,1,35,NA,0,0,0,0,1,0,1,1,1,3,2,3,25214,8,1029.59997558594,2597,0,8404.6669921875
1,2,2,1,71,NA,0,1,0,0,0,0,0,1,0,3,3,3,51939,8,913.900024414062,2598,0,25969.5
1,3,2,1,29,NA,0,0,1,0,0,0,1,1,0,3,2,3,86532,8,913.900024414062,2599,0,28844
1,8,2,1,60,NA,1,0,0,0,0,0,1,1,0,3,2,1,29289,8,778.700012207031,2600,0,3661.125
1,2,2,1,66,NA,1,0,0,0,0,0,0,1,0,3,2,3,32373,8,1063.40002441406,2601,0,16186.5
1,4,2,0,69,NA,1,0,0,0,0,0,0,0,0,3,8,1,51254,8,778.700012207031,2602,0,12813.5
1,3,2,1,31,NA,0,0,1,0,0,0,1,1,0,3,1,7,11808,8,778.700012207031,2603,0,3936
1,2,2,1,31,NA,0,0,0,0,0,1,1,1,0,3,3,3,64856,8,778.700012207031,2604,0,32428
1,5,2,1,65,NA,0,1,0,0,0,0,0,1,0,3,2,1,45243,8,778.700012207031,2605,0,9048.599609375
1,5,2,1,57,NA,0,1,0,0,0,0,1,1,0,3,2,3,39309,8,913.900024414062,2606,0,7861.7998046875
1,3,2,0,70,1120,1,0,0,0,0,0,0,0,0,3,2,7,54722,8,778.700012207031,2607,0,18240.666015625
1,4,2,0,49,NA,1,0,0,0,0,0,0,1,1,3,2,1,56790,8,778.700012207031,2608,0,14197.5
1,2,2,0,72,NA,1,0,0,0,0,0,0,0,0,3,2,7,47182,8,778.700012207031,2609,0,23591
1,5,2,1,48,NA,0,0,0,1,0,0,1,1,1,3,3,3,28826,8,1181.69995117188,2610,0,5765.2001953125
1,6,2,1,40,2120,0,0,0,0,1,0,1,1,0,3,2,3,42510,8,998.400024414062,2611,0,7085
1,5,2,1,75,NA,1,0,0,0,0,0,0,1,0,3,3,1,59973,8,998.400024414062,2612,0,11994.599609375
1,4,2,1,44,NA,0,0,0,0,1,0,1,1,1,3,2,1,66003,8,1289.59997558594,2613,0,16500.75
1,5,2,1,39,1110,0,0,0,0,0,1,1,1,0,3,3,1,57229,8,1150.5,2614,6500,11445.7998046875
1,6,2,1,68,NA,0,0,0,0,1,0,0,1,1,3,3,1,54494,8,1253.19995117188,2615,0,9082.3330078125
1,7,2,1,52,NA,0,1,0,0,0,0,0,1,0,3,6,1,87963,8,1181.69995117188,2616,0,12566.142578125
1,4,2,1,75,NA,0,1,0,0,0,0,0,1,1,3,6,1,112902,8,1150.5,2617,0,28225.5
1,3,2,1,65,NA,0,0,1,0,0,0,0,1,1,3,7,1,34110,8,1150.5,2618,0,11370
1,7,1,1,61,NA,0,0,0,1,0,0,0,1,1,0,6,1,64792,8,1150.5,2619,0,9256
1,2,2,1,70,NA,0,1,0,0,0,0,0,1,0,3,3,1,53228,8,1150.5,2620,0,26614
1,7,2,1,42,NA,0,0,1,0,0,0,1,1,1,3,4,1,83191,8,1150.5,2621,39000,11884.4287109375
1,3,2,1,40,NA,0,0,1,0,0,0,1,1,0,3,2,7,32608,8,1348.09997558594,2622,0,10869.3330078125
1,2,2,1,75,NA,1,0,0,0,0,0,0,1,0,3,3,1,39407,8,1158.30004882812,2623,0,19703.5
1,6,2,1,37,NA,0,1,0,0,0,0,1,1,0,3,2,7,42873,8,986.700012207031,2624,0,7145.5
1,4,2,1,38,NA,0,0,0,0,1,0,1,1,1,3,2,7,24181,8,1158.30004882812,2625,0,6045.25
1,6,2,1,66,NA,1,0,0,0,0,0,0,1,1,3,6,1,38273,8,1348.09997558594,2626,0,6378.83349609375
1,7,1,0,47,NA,1,0,0,0,0,0,0,0,0,3,3,1,34644,8,1158.30004882812,2627,0,4949.14306640625
1,7,2,1,48,NA,0,0,1,0,0,0,1,1,0,3,3,1,28095,8,986.700012207031,2628,0,4013.57153320312
1,4,2,1,34,NA,0,0,0,0,0,0,1,1,0,3,3,3,38296,8,986.700012207031,2629,0,9574
1,4,2,0,40,NA,1,0,0,0,0,0,0,1,0,3,6,1,75665,8,986.700012207031,2630,0,18916.25
1,6,2,1,54,NA,0,1,0,0,0,0,1,1,0,3,3,3,32664,8,1158.30004882812,2631,0,5444
1,11,2,1,45,NA,0,0,1,0,0,0,1,1,1,3,2,1,34219,8,1158.30004882812,2632,0,3110.81811523438
1,10,2,1,48,NA,1,0,0,0,0,0,1,1,0,3,3,1,49489,8,1348.09997558594,2633,0,4948.89990234375
1,4,1,1,57,NA,0,1,0,0,0,0,1,1,0,3,2,3,39373,8,729.299987792969,2634,46800,9843.25
1,7,2,1,47,1120,1,0,0,0,0,0,1,1,1,3,2,3,18062,8,854.099975585938,2635,0,2580.28564453125
1,4,2,0,30,NA,0,0,1,0,0,0,1,1,0,2,1,3,40375,8,854.099975585938,2636,0,10093.75
1,11,2,1,42,NA,0,1,0,0,0,0,1,1,0,3,3,1,40028,8,729.299987792969,2637,0,3638.9091796875
1,7,2,1,37,NA,0,1,0,0,0,0,1,1,0,3,3,1,80116,8,854.099975585938,2638,0,11445.142578125
1,4,2,0,60,NA,1,0,0,0,0,0,1,0,0,3,2,1,50396,8,993.200012207031,2639,0,12599
1,6,2,1,36,NA,0,0,1,0,0,0,1,1,0,8,1,1,26985,8,993.200012207031,2640,0,4497.5
1,3,2,1,80,NA,1,0,0,0,0,0,0,1,0,8,2,1,146225,8,988,2641,0,48741.66796875
1,5,2,0,50,NA,1,0,0,0,0,0,1,0,0,3,3,3,54869,8,854.099975585938,2642,0,10973.7998046875
1,2,2,1,55,NA,0,1,0,0,0,0,1,1,0,3,2,1,59498,8,1244.09997558594,2643,106600,29749
1,7,2,1,44,NA,0,1,0,0,0,0,1,1,1,2,2,3,42916,8,1354.59997558594,2644,0,6130.85693359375
1,7,2,1,56,NA,0,0,1,0,0,0,1,1,0,2,2,3,28333,8,1077.69995117188,2645,0,4047.57153320312
1,3,2,1,36,1110,0,0,1,0,0,0,1,1,0,3,2,3,100808,8,993.200012207031,2646,0,33602.66796875
1,5,1,1,69,NA,1,0,0,0,0,0,0,1,0,2,2,3,65376,8,1357.19995117188,2647,0,13075.2001953125
1,5,2,1,40,NA,1,0,0,0,0,0,0,1,0,2,2,3,77689,8,993.200012207031,2648,0,15537.7998046875
1,9,2,1,63,1110,0,1,0,0,0,0,1,1,0,2,6,1,79873,8,1166.09997558594,2649,0,8874.77734375
1,6,2,0,68,NA,1,0,0,0,0,0,0,0,0,2,3,1,36802,8,1166.09997558594,2650,0,6133.66650390625
1,3,2,1,31,NA,0,0,1,0,0,0,1,0,0,2,3,1,38164,8,993.200012207031,2651,0,12721.3330078125
1,3,2,0,82,NA,1,0,0,0,0,0,0,0,0,2,3,1,61638,8,993.200012207031,2652,0,20546
1,4,2,1,62,1120,0,1,0,0,0,0,1,1,0,3,3,3,20571,8,993.200012207031,2653,0,5142.75
1,8,2,1,46,NA,0,1,0,0,0,0,1,1,0,2,3,1,43137,8,993.200012207031,2654,0,5392.125
1,6,2,0,44,NA,1,0,0,0,0,0,0,1,0,3,3,1,53839,8,1166.09997558594,2655,0,8973.1669921875
1,8,2,1,30,1110,0,1,0,0,0,0,1,1,0,3,1,3,31028,8,1357.19995117188,2656,0,3878.5
1,7,2,1,55,NA,0,1,0,0,0,0,1,1,0,3,6,1,33264,8,977.599975585938,2657,0,4752
1,4,2,0,42,NA,1,0,0,0,0,0,1,0,0,3,4,1,91671,8,977.599975585938,2658,0,22917.75
1,8,2,1,40,NA,1,0,0,0,0,0,1,1,0,3,3,7,140109,8,1124.5,2659,0,17513.625
1,8,2,1,40,NA,1,0,0,0,0,0,1,1,0,3,3,1,15722,8,977.599975585938,2660,0,1965.25
1,8,2,1,59,NA,1,0,0,0,0,0,1,1,0,3,2,1,40118,8,1225.90002441406,2661,0,5014.75
1,5,2,1,50,NA,0,1,0,0,0,0,1,1,0,3,3,1,51539,8,977.599975585938,2662,0,10307.7998046875
